Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides shControl_CTRL_bR1	Peptides shControl_CTRL_bR2	Peptides shControl_CTRL_bR3	Peptides shControl_EGF_bR1	Peptides shControl_EGF_bR2	Peptides shControl_EGF_bR3	Peptides shTMEM_CTRL_bR1	Peptides shTMEM_CTRL_bR2	Peptides shTMEM_CTRL_bR3	Peptides shTMEM_EGF_bR1	Peptides shTMEM_EGF_bR2	Peptides shTMEM_EGF_bR3	Razor + unique peptides shControl_CTRL_bR1	Razor + unique peptides shControl_CTRL_bR2	Razor + unique peptides shControl_CTRL_bR3	Razor + unique peptides shControl_EGF_bR1	Razor + unique peptides shControl_EGF_bR2	Razor + unique peptides shControl_EGF_bR3	Razor + unique peptides shTMEM_CTRL_bR1	Razor + unique peptides shTMEM_CTRL_bR2	Razor + unique peptides shTMEM_CTRL_bR3	Razor + unique peptides shTMEM_EGF_bR1	Razor + unique peptides shTMEM_EGF_bR2	Razor + unique peptides shTMEM_EGF_bR3	Unique peptides shControl_CTRL_bR1	Unique peptides shControl_CTRL_bR2	Unique peptides shControl_CTRL_bR3	Unique peptides shControl_EGF_bR1	Unique peptides shControl_EGF_bR2	Unique peptides shControl_EGF_bR3	Unique peptides shTMEM_CTRL_bR1	Unique peptides shTMEM_CTRL_bR2	Unique peptides shTMEM_CTRL_bR3	Unique peptides shTMEM_EGF_bR1	Unique peptides shTMEM_EGF_bR2	Unique peptides shTMEM_EGF_bR3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Identification type shControl_CTRL_bR1	Identification type shControl_CTRL_bR2	Identification type shControl_CTRL_bR3	Identification type shControl_EGF_bR1	Identification type shControl_EGF_bR2	Identification type shControl_EGF_bR3	Identification type shTMEM_CTRL_bR1	Identification type shTMEM_CTRL_bR2	Identification type shTMEM_CTRL_bR3	Identification type shTMEM_EGF_bR1	Identification type shTMEM_EGF_bR2	Identification type shTMEM_EGF_bR3	Sequence coverage shControl_CTRL_bR1 [%]	Sequence coverage shControl_CTRL_bR2 [%]	Sequence coverage shControl_CTRL_bR3 [%]	Sequence coverage shControl_EGF_bR1 [%]	Sequence coverage shControl_EGF_bR2 [%]	Sequence coverage shControl_EGF_bR3 [%]	Sequence coverage shTMEM_CTRL_bR1 [%]	Sequence coverage shTMEM_CTRL_bR2 [%]	Sequence coverage shTMEM_CTRL_bR3 [%]	Sequence coverage shTMEM_EGF_bR1 [%]	Sequence coverage shTMEM_EGF_bR2 [%]	Sequence coverage shTMEM_EGF_bR3 [%]	Intensity	Intensity shControl_CTRL_bR1	Intensity shControl_CTRL_bR2	Intensity shControl_CTRL_bR3	Intensity shControl_EGF_bR1	Intensity shControl_EGF_bR2	Intensity shControl_EGF_bR3	Intensity shTMEM_CTRL_bR1	Intensity shTMEM_CTRL_bR2	Intensity shTMEM_CTRL_bR3	Intensity shTMEM_EGF_bR1	Intensity shTMEM_EGF_bR2	Intensity shTMEM_EGF_bR3	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions
Q969X1	Q969X1	1	1	1	Protein lifeguard 3	TMBIM1	>sp|Q969X1|LFG3_HUMAN Protein lifeguard 3 OS=Homo sapiens OX=9606 GN=TMBIM1 PE=1 SV=2	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	4.5	4.5	4.5	34.607	311	311	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	0	4.5	4.5	0	4.5	4.5	0	4.5	4.5	0	4.5	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2333	1084	True	1241	9784;9785;9786;9787;9788;9789;9790;9791;9792;9793;9794;9795;9796;9797	6794;6795;6796;6797;6798;6799;6800;6801;6802;6803;6804;6805;6806;6807	6798		6046;6047		81;83
Q969Z0	Q969Z0	1	1	1	Protein TBRG4	TBRG4	>sp|Q969Z0|FAKD4_HUMAN FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3.3	3.3	3.3	70.737	631	631	0	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2334	1354	True	1542	12095	9155	9155		10046		549
Q96A49	Q96A49	4	4	4	Synapse-associated protein 1	SYAP1	>sp|Q96A49|SYAP1_HUMAN Synapse-associated protein 1 OS=Homo sapiens OX=9606 GN=SYAP1 PE=1 SV=1	1	4	4	4	3	2	2	3	4	2	4	3	2	3	1	3	3	2	2	3	4	2	4	3	2	3	1	3	3	2	2	3	4	2	4	3	2	3	1	3	15.3	15.3	15.3	39.933	352	352	0	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	15.3	11.6	9.7	15.3	15.3	9.7	15.3	11.6	9.7	15.3	9.4	15.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2335	2518;10179;10216;10217	True;True;True;True	2830;11600;11640;11641	21656;21657;21658;21659;21660;21661;88810;88811;88812;88813;88814;88815;88816;89102;89103;89104;89105;89106;89107;89108;89109;89110;89111;89112;89113;89114;89115;89116;89117;89118;89119;89120;89121;89122;89123;89124;89125;89126;89127	15152;62773;62774;62775;62776;62777;62778;62779;62780;62781;62782;62783;63022;63023;63024;63025;63026;63027;63028;63029;63030;63031;63032;63033;63034;63035;63036;63037;63038	15152;62782;63027;63033		6048;6049;6050;6051;10047;10048		248;267;268;269;273;277
Q96A57	Q96A57	2	2	2	Transmembrane protein 230	TMEM230	>sp|Q96A57|TM230_HUMAN Transmembrane protein 230 OS=Homo sapiens OX=9606 GN=TMEM230 PE=1 SV=1	1	2	2	2	0	2	2	2	2	1	2	2	1	2	2	1	0	2	2	2	2	1	2	2	1	2	2	1	0	2	2	2	2	1	2	2	1	2	2	1	12.5	12.5	12.5	13.188	120	120	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	0	12.5	12.5	12.5	12.5	11.7	12.5	12.5	11.7	12.5	12.5	11.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2336	5772;5773	True;True	6483;6484	49008;49009;49010;49011;49012;49013;49014;49015;49016;49017;49018;49019;49020;49021;49022;49023;49024;49025;49026	34677;34678;34679;34680;34681;34682;34683;34684;34685;34686;34687;34688;34689;34690	34679;34689		6052;6053;10049		23;24;25
Q96A65	Q96A65	1	1	1	Exocyst complex component 4	EXOC4	>sp|Q96A65|EXOC4_HUMAN Exocyst complex component 4 OS=Homo sapiens OX=9606 GN=EXOC4 PE=1 SV=1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1.5	1.5	1.5	110.5	974	974	0	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	1.5	0	1.5	1.5	1.5	1.5	1.5	0	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2337	10083	True	11485	87759;87760;87761;87762;87763;87764;87765;87766;87767;87768;87769;87770;87771;87772	61880;61881;61882	61880		6054;10050		32;33
Q96AD5	Q96AD5	2	2	2	Patatin-like phospholipase domain-containing protein 2	PNPLA2	>sp|Q96AD5|PLPL2_HUMAN Patatin-like phospholipase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PNPLA2 PE=1 SV=1	1	2	2	2	1	2	1	1	2	0	2	1	2	1	2	1	1	2	1	1	2	0	2	1	2	1	2	1	1	2	1	1	2	0	2	1	2	1	2	1	3.2	3.2	3.2	55.315	504	504	0	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	3.2	3.2	3	3.2	3.2	0	3.2	3.2	3.2	3.2	3.2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2338	7869;11087	True;True	8935;12607	66832;66833;66834;66835;66836;66837;66838;66839;66840;96770;96771;96772;96773;96774;96775;96776;96777	47122;47123;47124;47125;68360;68361	47124;68361		6055		404
Q96AE4	Q96AE4	5	5	5	Far upstream element-binding protein 1	FUBP1	>sp|Q96AE4|FUBP1_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3	1	5	5	5	1	1	5	0	3	3	1	5	4	2	2	4	1	1	5	0	3	3	1	5	4	2	2	4	1	1	5	0	3	3	1	5	4	2	2	4	14	14	14	67.56	644	644	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	3.1	3.7	14	0	9.6	9.6	2	14	11.6	5.1	4.8	11.6	21990000	50952	0	7192600	0	1020200	3728300	124600	5733000	1245300	337330	545040	2012200	5				2339	4190;4390;6147;7088;8023	True;True;True;True;True	4703;4926;6995;8036;8037;9117	35384;35385;35386;35387;35388;35389;35390;35391;37056;37057;37058;37059;37060;37061;37062;52770;52771;52772;52773;52774;52775;52776;59815;59816;59817;59818;59819;59820;59821;59822;59823;59824;68386;68387	25129;26126;26127;36969;36970;36971;41852;41853;41854;41855;41856;41857;41858;41859;41860;41861;41862;41863;41864;41865;41866;41867;41868;41869;41870;41871;41872;41873;41874;48272	25129;26126;36969;41859;48272	522	6056;10051;10052	634	153;629;630
Q96AG3	Q96AG3	1	1	1	Solute carrier family 25 member 46	SLC25A46	>sp|Q96AG3|S2546_HUMAN Solute carrier family 25 member 46 OS=Homo sapiens OX=9606 GN=SLC25A46 PE=1 SV=1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	5.3	5.3	5.3	46.173	418	418	0	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	0	5.3	5.3	5.3	5.3	5.3	0	0	5.3	5.3	5.3	5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2340	8280	True	9417	70860;70861;70862;70863;70864;70865;70866;70867;70868;70869;70870;70871;70872;70873;70874;70875	50214;50215;50216	50215		6057;6058;10053		34;35;37
Q96AQ6	Q96AQ6	1	1	1	Pre-B-cell leukemia transcription factor-interacting protein 1	PBXIP1	>sp|Q96AQ6|PBIP1_HUMAN Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens OX=9606 GN=PBXIP1 PE=1 SV=1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1.9	1.9	1.9	80.642	731	731	0	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	1.9	0	0	1.9	1.9	1.9	0	1.9	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2341	599	True	684	5439;5440;5441;5442;5443;5444	3737;3738	3737		6059		43
Q96AT1	Q96AT1	1	1	1	Uncharacterized protein KIAA1143	KIAA1143	>sp|Q96AT1|K1143_HUMAN Uncharacterized protein KIAA1143 OS=Homo sapiens OX=9606 GN=KIAA1143 PE=1 SV=2	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	17.5	17.5	17.5	17.465	154	154	0	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	17.5	0	0	17.5	17.5	0	17.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2342	7443	True	8446	62949;62950;62951;62952	44113;44114;44115;44116;44117	44114		6060		50
Q96B23	Q96B23	2	2	2	Uncharacterized protein C18orf25	C18orf25	>sp|Q96B23|CR025_HUMAN Uncharacterized protein C18orf25 OS=Homo sapiens OX=9606 GN=C18orf25 PE=1 SV=3	1	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	8.2	8.2	8.2	43.395	404	404	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5	8.2	8.2	5	8.2	8.2	5	8.2	8.2	8.2	8.2	8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2343	7318;9130	True;True	8299;8300;10396;10397	61669;61670;61671;61672;61673;61674;61675;61676;61677;61678;61679;61680;61681;61682;61683;61684;61685;61686;61687;61688;61689;61690;61691;61692;61693;61694;61695;61696;61697;61698;61699;61700;78828;78829;78830;78831;78832;78833;78834;78835;78836;78837;78838;78839;78840;78841;78842;78843;78844;78845;78846;78847;78848;78849	43211;43212;43213;43214;43215;43216;43217;43218;43219;43220;43221;43222;43223;43224;43225;43226;43227;43228;43229;43230;43231;43232;43233;43234;55675;55676;55677;55678;55679;55680;55681;55682;55683;55684;55685;55686;55687;55688;55689	43216;55686	523	6061;6062;6063;6064	152	66;67;69;145
Q96B33	Q96B33	1	1	1	Claudin-23	CLDN23	>sp|Q96B33|CLD23_HUMAN Claudin-23 OS=Homo sapiens OX=9606 GN=CLDN23 PE=2 SV=2	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	1	7.2	7.2	7.2	31.915	292	292	0	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By MS/MS	0	7.2	0	7.2	7.2	0	0	7.2	0	0	7.2	7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2344	7815	True	8875	66395;66396;66397;66398;66399;66400	46851;46852;46853	46851		6065;6066;10054		204;206;207
Q96B36	Q96B36	4	4	4	Proline-rich AKT1 substrate 1	AKT1S1	>sp|Q96B36|AKTS1_HUMAN Proline-rich AKT1 substrate 1 OS=Homo sapiens OX=9606 GN=AKT1S1 PE=1 SV=1	1	4	4	4	3	4	2	3	4	3	1	3	3	2	2	3	3	4	2	3	4	3	1	3	3	2	2	3	3	4	2	3	4	3	1	3	3	2	2	3	24.2	24.2	24.2	27.383	256	256	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	19.5	24.2	7.8	19.5	24.2	19.5	7.8	24.2	24.2	18	16.4	24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2345	125;8674;9210;9765	True;True;True;True	148;9875;10499;10500;11134	1087;1088;1089;1090;1091;1092;1093;1094;1095;1096;1097;1098;1099;1100;74487;74488;74489;74490;74491;74492;79804;79805;79806;79807;79808;79809;79810;79811;79812;79813;84913;84914;84915;84916;84917;84918;84919;84920;84921;84922	757;758;759;760;761;762;763;764;765;766;767;768;769;770;771;772;773;774;775;52717;52718;56429;56430;56431;59879;59880;59881;59882;59883	761;52717;56431;59882		6067;6068;6069;6070;6071;6072		88;92;183;203;211;212
Q96B97	Q96B97	4	4	4	SH3 domain-containing kinase-binding protein 1	SH3KBP1	>sp|Q96B97|SH3K1_HUMAN SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens OX=9606 GN=SH3KBP1 PE=1 SV=2	1	4	4	4	3	3	3	2	4	3	1	3	4	1	0	3	3	3	3	2	4	3	1	3	4	1	0	3	3	3	3	2	4	3	1	3	4	1	0	3	11.4	11.4	11.4	73.125	665	665	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	9.3	9.5	9.3	7.4	11.4	9.3	2	9.5	11.4	5.4	0	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2346	674;7631;8446;10121	True;True;True;True	774;8664;8665;9615;11528	6172;6173;6174;6175;6176;64722;64723;64724;64725;64726;64727;64728;64729;64730;64731;64732;64733;64734;64735;64736;64737;64738;64739;64740;64741;72418;72419;72420;72421;72422;72423;72424;88098;88099;88100;88101;88102;88103;88104;88105;88106;88107;88108	4272;4273;4274;4275;45594;45595;45596;45597;45598;45599;45600;45601;45602;51280;51281;51282;51283;62069;62070;62071;62072;62073;62074	4273;45598;51280;62071		6073;6074;6075;6076;6077;6078;6079;6080		230;410;498;502;503;509;511;587
Q96BD0	Q96BD0	1	1	1	Solute carrier organic anion transporter family member 4A1	SLCO4A1	>sp|Q96BD0|SO4A1_HUMAN Solute carrier organic anion transporter family member 4A1 OS=Homo sapiens OX=9606 GN=SLCO4A1 PE=1 SV=2	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1.8	1.8	1.8	77.193	722	722	0	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	0	1.8	0	0	0	0	1.8	0	0	1.8	1.8	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2347	905	True	1033	8189;8190;8191;8192;8193	5803	5803		6081		43
Q96BH1	Q96BH1	1	1	1	E3 ubiquitin-protein ligase RNF25	RNF25	>sp|Q96BH1|RNF25_HUMAN E3 ubiquitin-protein ligase RNF25 OS=Homo sapiens OX=9606 GN=RNF25 PE=1 SV=1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	2	2	2	51.218	459	459	0.0003453	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	2	2	0	2	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2348	7344	True	8329	61932;61933;61934;61935;61936;61937	43365;43366;43367;43368;43369	43366		6082		450
Q96BZ8	Q96BZ8	1	1	1	Leukocyte receptor cluster member 1	LENG1	>sp|Q96BZ8|LENG1_HUMAN Leukocyte receptor cluster member 1 OS=Homo sapiens OX=9606 GN=LENG1 PE=1 SV=1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	0	1	1	9.5	9.5	9.5	30.529	264	264	0	By matching	By matching	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	0	0	9.5	0	9.5	0	0	9.5	9.5	0	9.5	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2349	3952	True	4427	33321;33322;33323;33324;33325;33326	23515;23516;23517;23518	23516		6083		59
Q96C19;Q9BUP0	Q96C19	6;1	6;1	6;1	EF-hand domain-containing protein D2	EFHD2	>sp|Q96C19|EFHD2_HUMAN EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1	2	6	6	6	2	3	3	2	5	4	3	6	5	3	2	2	2	3	3	2	5	4	3	6	5	3	2	2	2	3	3	2	5	4	3	6	5	3	2	2	21.2	21.2	21.2	26.697	240	240;239	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.1	7.1	11.7	7.1	16.7	16.7	12.1	21.2	16.7	12.1	11.7	9.6	8990800	0	0	0	0	422960	2472100	180200	4158200	409490	225150	0	1122700	2				2350	193;988;5252;5689;7234;7235	True;True;True;True;True;True	221;1128;5894;6394;8201;8202	1700;1701;1702;1703;1704;8940;8941;8942;8943;8944;8945;8946;44725;48347;48348;48349;48350;48351;48352;48353;60826;60827;60828;60829;60830;60831;60832;60833;60834;60835;60836;60837;60838;60839;60840;60841;60842;60843;60844;60845;60846;60847;60848;60849;60850;60851;60852;60853	1152;1153;1154;1155;1156;1157;6282;6283;6284;6285;6286;6287;6288;6289;6290;6291;6292;6293;31814;34289;42591;42592;42593;42594;42595;42596;42597;42598;42599;42600;42601;42602;42603	1155;6284;31814;34289;42593;42595		6084;6085;6086		11;74;76
Q96C24	Q96C24	2	2	2	Synaptotagmin-like protein 4	SYTL4	>sp|Q96C24|SYTL4_HUMAN Synaptotagmin-like protein 4 OS=Homo sapiens OX=9606 GN=SYTL4 PE=1 SV=2	1	2	2	2	1	1	1	1	1	0	1	1	0	1	2	1	1	1	1	1	1	0	1	1	0	1	2	1	1	1	1	1	1	0	1	1	0	1	2	1	5.1	5.1	5.1	76.023	671	671	0	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	3	3	3	3	3	0	3	3	0	3	5.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2351	7303;9532	True;True	8284;10873	61542;82820;82821;82822;82823;82824;82825;82826;82827;82828;82829	43132;58402	43132;58402		6087;6088		217;289
Q96C57	Q96C57	2	2	2	Uncharacterized protein C12orf43	C12orf43	>sp|Q96C57|CL043_HUMAN Uncharacterized protein C12orf43 OS=Homo sapiens OX=9606 GN=C12orf43 PE=1 SV=2	1	2	2	2	0	2	1	0	2	1	0	2	1	1	1	0	0	2	1	0	2	1	0	2	1	1	1	0	0	2	1	0	2	1	0	2	1	1	1	0	12.2	12.2	12.2	28.17	262	262	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	0	12.2	8.8	0	12.2	8.8	0	12.2	8.8	8.8	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2352	1916;2286	True;True	2165;2569	16943;16944;16945;16946;16947;16948;16949;16950;16951;16952;16953;19763;19764;19765;19766	12225;12226;12227;12228;12229;12230;12231;12232;12233;13981	12230;13981		6089;6090		138;179
Q96C90	Q96C90	2	2	2	Protein phosphatase 1 regulatory subunit 14B	PPP1R14B	>sp|Q96C90|PP14B_HUMAN Protein phosphatase 1 regulatory subunit 14B OS=Homo sapiens OX=9606 GN=PPP1R14B PE=1 SV=3	1	2	2	2	0	2	1	2	1	1	1	2	1	1	1	1	0	2	1	2	1	1	1	2	1	1	1	1	0	2	1	2	1	1	1	2	1	1	1	1	34.7	34.7	34.7	15.911	147	147	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	34.7	17	34.7	17.7	17	17	34.7	17	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2353	207;11288	True;True	236;12824;12825	1818;1819;1820;1821;98445;98446;98447;98448;98449;98450;98451;98452;98453;98454;98455;98456;98457;98458;98459;98460;98461	1221;1222;69440;69441;69442;69443;69444	1222;69440		6091;6092		21;32
Q96C92	Q96C92	1	1	1	Serologically defined colon cancer antigen 3	SDCCAG3	>sp|Q96C92|SDCG3_HUMAN Serologically defined colon cancer antigen 3 OS=Homo sapiens OX=9606 GN=SDCCAG3 PE=1 SV=3	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	5.5	5.5	5.5	47.961	435	435	0	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	5.5	5.5	5.5	5.5	5.5	0	5.5	5.5	5.5	5.5	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2354	11149	True	12675	97287;97288;97289;97290;97291;97292;97293;97294;97295;97296	68621;68622	68622		6093;6094;6095		240;243;247
Q96CB8	Q96CB8	1	1	1	Integrator complex subunit 12	INTS12	>sp|Q96CB8|INT12_HUMAN Integrator complex subunit 12 OS=Homo sapiens OX=9606 GN=INTS12 PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3.7	3.7	3.7	48.807	462	462	0	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	0	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2355	5162	True	5798	44019	31310	31310		10055		125
Q96CC6	Q96CC6	6	6	6	Inactive rhomboid protein 1	RHBDF1	>sp|Q96CC6|RHDF1_HUMAN Inactive rhomboid protein 1 OS=Homo sapiens OX=9606 GN=RHBDF1 PE=1 SV=2	1	6	6	6	3	6	2	3	5	3	3	5	2	4	4	3	3	6	2	3	5	3	3	5	2	4	4	3	3	6	2	3	5	3	3	5	2	4	4	3	5.3	5.3	5.3	97.4	855	855	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	0.9	5.3	1.9	0.9	5.3	0.9	0.9	4.2	0.9	2	4.2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2356	4103;7192;7319;7439;7440;9557	True;True;True;True;True;True	4599;8154;8301;8441;8442;10899;10900	34577;34578;34579;34580;34581;34582;34583;34584;60526;60527;60528;60529;60530;61701;61702;61703;61704;62901;62902;62903;62904;62905;62906;62907;62908;62909;62910;62911;62912;62913;62914;62915;62916;62917;62918;62919;62920;62921;62922;62923;62924;82994;82995;82996;82997;82998;82999	24542;24543;24544;24545;42364;42365;42366;42367;43235;44089;44090;44091;44092;44093;44094;44095;44096;44097;44098;44099;44100;44101;44102;44103;58484;58485;58486;58487;58488;58489;58490;58491	24542;42364;43235;44092;44096;58490	524	6096;6097;6098;6099	52	8;51;76;390
Q96CV9	Q96CV9	2	2	2	Optineurin	OPTN	>sp|Q96CV9|OPTN_HUMAN Optineurin OS=Homo sapiens OX=9606 GN=OPTN PE=1 SV=3	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	4	4	4	65.921	577	577	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4	4	4	2.3	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2357	2261;10286	True;True	2542;11721	19533;19534;19535;19536;19537;19538;19539;19540;19541;19542;19543;19544;19545;19546;19547;89921;89922;89923;89924;89925;89926;89927;89928;89929;89930;89931;89932;89933;89934;89935;89936;89937;89938;89939	13819;13820;13821;13822;13823;63622;63623;63624;63625;63626;63627;63628;63629;63630;63631;63632;63633;63634;63635;63636;63637;63638;63639;63640;63641;63642;63643;63644;63645;63646;63647;63648;63649;63650;63651;63652;63653	13821;63626		6100;6101;6102;10056		198;525;526;528
